time1,time2,rk1,rk2,result
"PontePreta","Cruzeiro",245,375,V
"AtléticoPR","Juventude",345,308,V
"Figueirense","Vasco",325,309,E
"Fluminense","Grêmio",340,265,V
"Guarani","AtléticoMG",143,267,E
"Internacional","Criciúma",371,110,V
"SãoPaulo","PontePreta",431,245,V
"Vitória","Goiás",141,344,E
"Corinthians","Santos",358,415,D
"Cruzeiro","Coritiba",375,220,D
"Flamengo","Paysandu",321,180,V
"Paraná","Palmeiras",309,278,D
"SãoCaetano","Botafogo",287,219,D
"Goiás","Fluminense",344,340,V
"Grêmio","Figueirense",265,325,E
"SãoPaulo","AtléticoMG",431,267,V
"Vasco","Vitória",309,141,V
"Botafogo","Internacional",219,371,V
"Coritiba","Corinthians",220,358,D
"Criciúma","Flamengo",110,321,E
"Cruzeiro","Guarani",375,143,V
"Palmeiras","Juventude",278,308,V
"Paraná","AtléticoPR",309,345,V
"Paysandu","SãoCaetano",180,287,E
"PontePreta","Santos",245,415,D
"AtléticoMG","Cruzeiro",267,375,V
"AtléticoPR","Palmeiras",345,278,E
"Corinthians","Paraná",358,309,V
"Figueirense","Criciúma",325,110,V
"Flamengo","Vasco",321,309,D
"Fluminense","SãoCaetano",340,287,V
"Goiás","Paysandu",344,180,V
"Internacional","Grêmio",371,265,V
"Juventude","Coritiba",308,220,V
"PontePreta","Guarani",245,143,V
"Santos","SãoPaulo",415,431,V
"Vitória","Botafogo",141,219,V
"AtléticoMG","Vitória",267,141,E
"AtléticoPR","Goiás",345,344,V
"Botafogo","Palmeiras",219,278,E
"Corinthians","Criciúma",358,110,V
"Figueirense","Paraná",325,309,E
"Grêmio","Cruzeiro",265,375,D
"Guarani","Internacional",143,371,V
"Juventude","Fluminense",308,340,V
"Paysandu","PontePreta",180,245,V
"Santos","Flamengo",415,321,V
"SãoCaetano","SãoPaulo",287,431,E
"Vasco","Coritiba",309,220,D
"Coritiba","Paysandu",220,180,E
"Criciúma","AtléticoMG",110,267,V
"Cruzeiro","Botafogo",375,219,V
"Flamengo","Juventude",321,308,D
"Fluminense","Santos",340,415,V
"Goiás","Guarani",344,143,V
"Internacional","AtléticoPR",371,345,V
"Palmeiras","Grêmio",278,265,V
"Paraná","SãoCaetano",309,287,D
"PontePreta","Vasco",245,309,V
"SãoPaulo","Figueirense",431,325,V
"Vitória","Corinthians",141,358,E
"Paysandu","Palmeiras",180,278,V
"AtléticoMG","Goiás",267,344,D
"Guarani","Flamengo",143,321,D
"Grêmio","Paraná",265,309,V
"Vasco","Cruzeiro",309,375,V
"Corinthians","Internacional",358,371,E
"Figueirense","Coritiba",325,220,E
"SãoCaetano","PontePreta",287,245,D
"Juventude","Vitória",308,141,V
"Santos","Criciúma",415,110,V
"AtléticoPR","Fluminense",345,340,V
"Botafogo","SãoPaulo",219,431,V
"Coritiba","Botafogo",220,219,V
"Criciúma","AtléticoPR",110,345,V
"Cruzeiro","SãoCaetano",375,287,D
"Flamengo","AtléticoMG",321,267,E
"Fluminense","Corinthians",340,358,V
"Goiás","Santos",344,415,E
"Internacional","Juventude",371,308,D
"Palmeiras","Figueirense",278,325,E
"Paraná","Paysandu",309,180,V
"PontePreta","Grêmio",245,265,V
"SãoPaulo","Vasco",431,309,V
"Vitória","Guarani",141,143,V
"AtléticoPR","PontePreta",345,245,V
"Botafogo","Flamengo",219,321,E
"Corinthians","Cruzeiro",358,375,V
"Figueirense","Fluminense",325,340,V
"Grêmio","Vitória",265,141,V
"Guarani","Palmeiras",143,278,V
"Juventude","SãoPaulo",308,431,D
"Paysandu","Criciúma",180,110,E
"AtléticoMG","Paraná",267,309,V
"Santos","Coritiba",415,220,V
"SãoCaetano","Internacional",287,371,V
"Vasco","Goiás",309,344,V
"AtléticoPR","Grêmio",345,265,E
"Fluminense","Cruzeiro",340,375,E
"AtléticoMG","Figueirense",267,325,V
"Corinthians","SãoCaetano",358,287,V
"Criciúma","PontePreta",110,245,V
"Flamengo","Palmeiras",321,278,D
"Goiás","Paraná",344,309,V
"Guarani","Botafogo",143,219,D
"Internacional","SãoPaulo",371,431,E
"Juventude","Vasco",308,309,E
"Santos","Paysandu",415,180,V
"Vitória","Coritiba",141,220,E
"Coritiba","Flamengo",220,321,V
"Figueirense","Guarani",325,143,E
"Grêmio","Santos",265,415,V
"Palmeiras","Goiás",278,344,D
"Paraná","Criciúma",309,110,D
"Paysandu","AtléticoMG",180,267,V
"PontePreta","Fluminense",245,340,V
"SãoCaetano","AtléticoPR",287,345,D
"Vasco","Corinthians",309,358,D
"Botafogo","Juventude",219,308,D
"Cruzeiro","Internacional",375,371,V
"SãoPaulo","Vitória",431,141,V
"AtléticoMG","Grêmio",267,265,V
"Fluminense","Paraná",340,309,V
"Goiás","Coritiba",344,220,D
"Santos","SãoCaetano",415,287,D
"AtléticoPR","Vasco",345,309,V
"Corinthians","Botafogo",358,219,E
"Criciúma","Palmeiras",110,278,D
"Flamengo","SãoPaulo",321,431,V
"Guarani","Paysandu",143,180,E
"Internacional","PontePreta",371,245,D
"Juventude","Figueirense",308,325,E
"Vitória","Cruzeiro",141,375,V
"Cruzeiro","Flamengo",375,321,V
"Figueirense","Corinthians",325,358,D
"Grêmio","Guarani",265,143,E
"Paraná","Internacional",309,371,D
"Paysandu","Juventude",180,308,D
"PontePreta","Vitória",245,141,V
"SãoPaulo","Goiás",431,344,V
"Vasco","Santos",309,415,D
"Botafogo","AtléticoPR",219,345,E
"Coritiba","Criciúma",220,110,V
"Palmeiras","Fluminense",278,340,V
"SãoCaetano","AtléticoMG",287,267,E
"Corinthians","PontePreta",358,245,V
"Flamengo","Grêmio",321,265,V
"Internacional","Figueirense",371,325,V
"Juventude","Cruzeiro",308,375,V
"AtléticoMG","Palmeiras",267,278,D
"AtléticoPR","SãoPaulo",345,431,V
"Criciúma","Vasco",110,309,V
"Fluminense","Paysandu",340,180,E
"Goiás","Botafogo",344,219,V
"Guarani","Coritiba",143,220,E
"Santos","Paraná",415,309,V
"Vitória","SãoCaetano",141,287,D
"Botafogo","Santos",219,415,V
"Cruzeiro","Goiás",375,344,D
"Figueirense","AtléticoPR",325,345,E
"Grêmio","Juventude",265,308,D
"Palmeiras","Internacional",278,371,V
"Paraná","Vitória",309,141,V
"Paysandu","Corinthians",180,358,V
"PontePreta","Flamengo",245,321,V
"SãoCaetano","Guarani",287,143,V
"Coritiba","Fluminense",220,340,V
"SãoPaulo","Criciúma",431,110,V
"Vasco","AtléticoMG",309,267,V
"Corinthians","Grêmio",358,265,E
"Flamengo","Paraná",321,309,V
"Santos","Figueirense",415,325,V
"AtléticoMG","Botafogo",267,219,E
"AtléticoPR","Paysandu",345,180,V
"Criciúma","Cruzeiro",110,375,D
"Fluminense","SãoPaulo",340,431,V
"Goiás","PontePreta",344,245,V
"Guarani","Vasco",143,309,E
"Internacional","Coritiba",371,220,E
"Juventude","SãoCaetano",308,287,E
"Vitória","Palmeiras",141,278,E
"Botafogo","Criciúma",219,110,E
"Grêmio","Goiás",265,344,E
"Paraná","Juventude",309,308,D
"Paysandu","Internacional",180,371,V
"SãoPaulo","Guarani",431,143,E
"Coritiba","AtléticoPR",220,345,D
"Cruzeiro","Santos",375,415,E
"Figueirense","Vitória",325,141,V
"Palmeiras","Corinthians",278,358,D
"PontePreta","AtléticoMG",245,267,E
"SãoCaetano","Flamengo",287,321,D
"Vasco","Fluminense",309,340,E
"Criciúma","SãoCaetano",110,287,D
"Figueirense","Goiás",325,344,V
"Fluminense","Internacional",340,371,V
"Juventude","Santos",308,415,D
"PontePreta","Palmeiras",245,278,E
"SãoPaulo","Coritiba",431,220,D
"Corinthians","AtléticoMG",358,267,V
"Cruzeiro","Paraná",375,309,D
"Paysandu","Botafogo",180,219,V
"Grêmio","Vasco",265,309,D
"AtléticoPR","Guarani",345,143,V
"Flamengo","Vitória",321,141,V
"Palmeiras","Cruzeiro",278,375,D
"Vasco","Paysandu",309,180,D
"AtléticoMG","Juventude",267,308,E
"Goiás","Criciúma",344,110,V
"Guarani","Corinthians",143,358,D
"Internacional","Flamengo",371,321,E
"Paraná","SãoPaulo",309,431,D
"Santos","AtléticoPR",415,345,E
"SãoCaetano","Figueirense",287,325,V
"Botafogo","Grêmio",219,265,V
"Coritiba","PontePreta",220,245,V
"Vitória","Fluminense",141,340,D
"Goiás","Internacional",344,371,V
"Guarani","Juventude",143,308,V
"SãoPaulo","Cruzeiro",431,375,E
"Vasco","SãoCaetano",309,287,D
"AtléticoMG","Coritiba",267,220,V
"AtléticoPR","Corinthians",345,358,V
"Figueirense","Botafogo",325,219,V
"Fluminense","Flamengo",340,321,V
"Grêmio","Paysandu",265,180,E
"Palmeiras","Santos",278,415,D
"PontePreta","Paraná",245,309,D
"Vitória","Criciúma",141,110,V
"Criciúma","Fluminense",110,340,D
"Paraná","Guarani",309,143,E
"Santos","AtléticoMG",415,267,V
"SãoCaetano","Grêmio",287,265,V
"Botafogo","Vasco",219,309,E
"Corinthians","SãoPaulo",358,431,E
"Coritiba","Palmeiras",220,278,E
"Cruzeiro","AtléticoPR",375,345,D
"Flamengo","Goiás",321,344,V
"Internacional","Vitória",371,141,V
"Juventude","PontePreta",308,245,D
"Paysandu","Figueirense",180,325,V
"Figueirense","PontePreta",325,245,D
"AtléticoMG","Internacional",267,371,E
"Grêmio","SãoPaulo",265,431,V
"Guarani","Fluminense",143,340,E
"Paysandu","Cruzeiro",180,375,V
"SãoCaetano","Coritiba",287,220,V
"AtléticoPR","Flamengo",345,321,V
"Botafogo","Paraná",219,309,V
"Corinthians","Goiás",358,344,V
"Juventude","Criciúma",308,110,V
"Santos","Vitória",415,141,V
"Vasco","Palmeiras",309,278,D
"Coritiba","Grêmio",220,265,V
"Cruzeiro","Figueirense",375,325,E
"Fluminense","AtléticoMG",340,267,E
"SãoPaulo","Paysandu",431,180,V
"Criciúma","Guarani",110,143,E
"Flamengo","Corinthians",321,358,E
"Goiás","Juventude",344,308,D
"Internacional","Santos",371,415,V
"Palmeiras","SãoCaetano",278,287,V
"Paraná","Vasco",309,309,V
"PontePreta","Botafogo",245,219,E
"Vitória","AtléticoPR",141,345,D
"AtléticoPR","AtléticoMG",345,267,V
"Corinthians","Juventude",358,308,D
"Cruzeiro","PontePreta",375,245,V
"Figueirense","Flamengo",325,321,V
"Fluminense","Botafogo",340,219,D
"Grêmio","Criciúma",265,110,V
"Guarani","Santos",143,415,D
"Paraná","Coritiba",309,220,V
"SãoCaetano","Goiás",287,344,V
"SãoPaulo","Palmeiras",431,278,V
"Vasco","Internacional",309,371,V
"Vitória","Paysandu",141,180,V
"Coritiba","Cruzeiro",220,375,E
"Criciúma","Internacional",110,371,V
"Goiás","Vitória",344,141,V
"Grêmio","Fluminense",265,340,D
"PontePreta","SãoPaulo",245,431,D
"Santos","Corinthians",415,358,E
"Vasco","Figueirense",309,325,V
"AtléticoMG","Guarani",267,143,V
"Botafogo","SãoCaetano",219,287,E
"Juventude","AtléticoPR",308,345,E
"Palmeiras","Paraná",278,309,E
"Paysandu","Flamengo",180,321,E
"Corinthians","Coritiba",358,220,E
"Figueirense","Grêmio",325,265,V
"Vitória","Vasco",141,309,V
"Santos","PontePreta",415,245,V
"Fluminense","Goiás",340,344,D
"AtléticoMG","SãoPaulo",267,431,D
"AtléticoPR","Paraná",345,309,E
"Flamengo","Criciúma",321,110,V
"Guarani","Cruzeiro",143,375,V
"Internacional","Botafogo",371,219,V
"Juventude","Palmeiras",308,278,D
"SãoCaetano","Paysandu",287,180,V
"Botafogo","Vitória",219,141,E
"Coritiba","Juventude",220,308,D
"Cruzeiro","AtléticoMG",375,267,D
"Grêmio","Internacional",265,371,D
"Palmeiras","AtléticoPR",278,345,V
"Paysandu","Goiás",180,344,V
"Criciúma","Figueirense",110,325,V
"Guarani","PontePreta",143,245,E
"Paraná","Corinthians",309,358,D
"SãoCaetano","Fluminense",287,340,V
"SãoPaulo","Santos",431,415,V
"Vasco","Flamengo",309,321,V
"Cruzeiro","Grêmio",375,265,V
"Goiás","AtléticoPR",344,345,V
"Palmeiras","Botafogo",278,219,V
"Vitória","AtléticoMG",141,267,V
"Coritiba","Vasco",220,309,D
"Criciúma","Corinthians",110,358,E
"Flamengo","Santos",321,415,E
"Fluminense","Juventude",340,308,V
"Internacional","Guarani",371,143,D
"Paraná","Figueirense",309,325,V
"PontePreta","Paysandu",245,180,V
"AtléticoMG","Criciúma",267,110,E
"AtléticoPR","Internacional",345,371,V
"Botafogo","Cruzeiro",219,375,V
"Corinthians","Vitória",358,141,V
"Figueirense","SãoPaulo",325,431,V
"Grêmio","Palmeiras",265,278,D
"Guarani","Goiás",143,344,E
"Juventude","Flamengo",308,321,V
"Paysandu","Coritiba",180,220,E
"Santos","Fluminense",415,340,V
"Vasco","PontePreta",309,245,E
"SãoPaulo","SãoCaetano",431,287,V
"Flamengo","Guarani",321,143,V
"Goiás","AtléticoMG",344,267,V
"Palmeiras","Paysandu",278,180,V
"Paraná","Grêmio",309,265,V
"Coritiba","Figueirense",220,325,V
"Criciúma","Santos",110,415,E
"Cruzeiro","Vasco",375,309,V
"Fluminense","AtléticoPR",340,345,D
"Internacional","Corinthians",371,358,V
"PontePreta","SãoCaetano",245,287,D
"SãoPaulo","Botafogo",431,219,V
"Vitória","Juventude",141,308,E
"SãoCaetano","Paraná",287,309,V
"Botafogo","Coritiba",219,220,V
"SãoCaetano","Cruzeiro",287,375,V
"Grêmio","PontePreta",265,245,V
"Corinthians","Fluminense",358,340,E
"AtléticoMG","Flamengo",267,321,V
"AtléticoPR","Criciúma",345,110,V
"Figueirense","Palmeiras",325,278,D
"Guarani","Vitória",143,141,E
"Juventude","Internacional",308,371,D
"Paysandu","Paraná",180,309,E
"Santos","Goiás",415,344,V
"Vasco","SãoPaulo",309,431,E
"Fluminense","Figueirense",340,325,D
"Palmeiras","Guarani",278,143,D
"Paraná","AtléticoMG",309,267,V
"Vitória","Grêmio",141,265,V
"Coritiba","Santos",220,415,D
"Criciúma","Paysandu",110,180,V
"Cruzeiro","Corinthians",375,358,D
"Flamengo","Botafogo",321,219,E
"Goiás","Vasco",344,309,V
"Internacional","SãoCaetano",371,287,V
"PontePreta","AtléticoPR",245,345,D
"SãoPaulo","Juventude",431,308,V
"Botafogo","Guarani",219,143,V
"Cruzeiro","Fluminense",375,340,D
"Figueirense","AtléticoMG",325,267,V
"Paraná","Goiás",309,344,V
"SãoPaulo","Internacional",431,371,V
"Coritiba","Vitória",220,141,V
"Grêmio","AtléticoPR",265,345,E
"Palmeiras","Flamengo",278,321,D
"Paysandu","Santos",180,415,E
"PontePreta","Criciúma",245,110,V
"SãoCaetano","Corinthians",287,358,V
"Vasco","Juventude",309,308,E
"Criciúma","Paraná",110,309,D
"Fluminense","PontePreta",340,245,V
"Goiás","Palmeiras",344,278,E
"Guarani","Figueirense",143,325,V
"AtléticoMG","Paysandu",267,180,E
"Corinthians","Vasco",358,309,V
"Internacional","Cruzeiro",371,375,V
"Flamengo","Coritiba",321,220,E
"Vitória","SãoPaulo",141,431,D
"Santos","Grêmio",415,265,V
"AtléticoPR","SãoCaetano",345,287,V
"Juventude","Botafogo",308,219,V
"Grêmio","AtléticoMG",265,267,D
"Paysandu","Guarani",180,143,V
"Palmeiras","Criciúma",278,110,V
"Paraná","Fluminense",309,340,D
"Figueirense","Juventude",325,308,V
"Vasco","AtléticoPR",309,345,V
"Botafogo","Corinthians",219,358,D
"SãoCaetano","Santos",287,415,D
"PontePreta","Internacional",245,371,D
"Cruzeiro","Vitória",375,141,V
"SãoPaulo","Flamengo",431,321,E
"Coritiba","Goiás",220,344,V
"Criciúma","Coritiba",110,220,E
"Internacional","Paraná",371,309,V
"Flamengo","Cruzeiro",321,375,V
"Fluminense","Palmeiras",340,278,E
"Vitória","PontePreta",141,245,D
"Goiás","SãoPaulo",344,431,V
"Guarani","Grêmio",143,265,V
"AtléticoMG","SãoCaetano",267,287,V
"Santos","Vasco",415,309,V
"AtléticoPR","Botafogo",345,219,E
"Corinthians","Figueirense",358,325,V
"SãoCaetano","Palmeiras",287,278,E
"Paraná","Goiás",309,344,D
"Flamengo","Cruzeiro",321,375,E
"AtléticoMG","Figueirense",267,325,V
"Corinthians","Juventude",358,308,E
"Santos","Paysandu",415,180,V
"AtléticoPR","PontePreta",345,245,D
"Internacional","Botafogo",371,219,D
"Fortaleza","Coritiba",143,220,D
"Fluminense","SãoPaulo",340,431,V
"Brasiliense","Vasco",42,309,E
"SãoPaulo","Paraná",431,309,E
"PontePreta","AtléticoMG",245,267,E
"Palmeiras","Brasiliense",278,42,V
"Vasco","Fortaleza",309,143,E
"Goiás","SãoCaetano",344,287,E
"Coritiba","Santos",220,415,D
"Juventude","AtléticoPR",308,345,V
"Figueirense","Flamengo",325,321,D
"Paysandu","Fluminense",180,340,D
"Botafogo","Corinthians",219,358,V
"Cruzeiro","Internacional",375,371,V
"Santos","AtléticoPR",415,345,V
"Goiás","Figueirense",344,325,E
"Paraná","Juventude",309,308,E
"PontePreta","Paysandu",245,180,V
"Corinthians","SãoPaulo",358,431,D
"Coritiba","Palmeiras",220,278,V
"SãoCaetano","Fortaleza",287,143,V
"AtléticoMG","Brasiliense",267,42,D
"Internacional","Flamengo",371,321,V
"Vasco","Botafogo",309,219,D
"Fluminense","Cruzeiro",340,375,V
"SãoPaulo","Coritiba",431,220,V
"Fortaleza","PontePreta",143,245,V
"Figueirense","Internacional",325,371,D
"Botafogo","AtléticoMG",219,267,V
"AtléticoPR","Corinthians",345,358,D
"Juventude","Vasco",308,309,V
"Paysandu","SãoCaetano",180,287,V
"Flamengo","Santos",321,415,V
"Cruzeiro","Goiás",375,344,V
"Palmeiras","Paraná",278,309,D
"Brasiliense","Fluminense",42,340,D
"Juventude","Paysandu",308,180,V
"Paraná","PontePreta",309,245,E
"Fortaleza","Brasiliense",143,42,V
"Fluminense","Coritiba",340,220,D
"Goiás","Botafogo",344,219,V
"Corinthians","Figueirense",358,325,V
"SãoCaetano","Flamengo",287,321,V
"Santos","AtléticoMG",415,267,V
"AtléticoPR","Internacional",345,371,D
"Vasco","SãoPaulo",309,431,V
"Cruzeiro","Palmeiras",375,278,V
"SãoPaulo","Cruzeiro",431,375,E
"Paysandu","Goiás",180,344,V
"Figueirense","SãoCaetano",325,287,V
"Coritiba","Juventude",220,308,D
"AtléticoMG","Corinthians",267,358,D
"Internacional","Fortaleza",371,143,V
"PontePreta","Vasco",245,309,V
"Flamengo","Fluminense",321,340,E
"Botafogo","AtléticoPR",219,345,V
"Palmeiras","Santos",278,415,V
"Brasiliense","Paraná",42,309,V
"SãoCaetano","Brasiliense",287,42,V
"AtléticoPR","Figueirense",345,325,E
"Paraná","Fortaleza",309,143,V
"Cruzeiro","PontePreta",375,245,D
"Botafogo","Juventude",219,308,V
"Goiás","Palmeiras",344,278,V
"Corinthians","Flamengo",358,321,V
"Santos","Fluminense",415,340,E
"Internacional","AtléticoMG",371,267,E
"Paysandu","SãoPaulo",180,431,E
"Vasco","Coritiba",309,220,E
"AtléticoMG","SãoCaetano",267,287,D
"Figueirense","Paysandu",325,180,E
"Palmeiras","Vasco",278,309,V
"Brasiliense","Corinthians",42,358,D
"PontePreta","Goiás",245,344,V
"Flamengo","AtléticoPR",321,345,E
"Coritiba","Paraná",220,309,V
"SãoPaulo","Botafogo",431,219,V
"Juventude","Cruzeiro",308,375,E
"Fortaleza","Santos",143,415,E
"Fluminense","Internacional",340,371,V
"SãoPaulo","Internacional",431,371,D
"Juventude","PontePreta",308,245,D
"Paraná","AtléticoMG",309,267,V
"Flamengo","Brasiliense",321,42,D
"Corinthians","Fluminense",358,340,D
"SãoCaetano","Santos",287,415,D
"AtléticoPR","Fortaleza",345,143,E
"Paysandu","Palmeiras",180,278,V
"Botafogo","Figueirense",219,325,D
"Cruzeiro","Vasco",375,309,E
"Goiás","Coritiba",344,220,V
"Coritiba","Paysandu",220,180,V
"PontePreta","SãoPaulo",245,431,V
"Vasco","Goiás",309,344,D
"Fluminense","Paraná",340,309,D
"Santos","Juventude",415,308,E
"AtléticoMG","Flamengo",267,321,V
"Internacional","SãoCaetano",371,287,V
"Figueirense","Cruzeiro",325,375,E
"Fortaleza","Corinthians",143,358,V
"Palmeiras","Botafogo",278,219,V
"Brasiliense","AtléticoPR",42,345,V
"SãoCaetano","PontePreta",287,245,V
"SãoPaulo","Flamengo",431,321,V
"Juventude","Brasiliense",308,42,V
"Paraná","Figueirense",309,325,V
"Paysandu","Fortaleza",180,143,D
"Corinthians","Palmeiras",358,278,V
"AtléticoPR","Coritiba",345,220,V
"Vasco","Internacional",309,371,D
"Botafogo","Fluminense",219,340,D
"Cruzeiro","AtléticoMG",375,267,V
"Goiás","Santos",344,415,D
"PontePreta","Figueirense",245,325,V
"Paysandu","Cruzeiro",180,375,D
"Goiás","Brasiliense",344,42,D
"Paraná","Corinthians",309,358,D
"Fluminense","SãoCaetano",340,287,D
"Coritiba","Botafogo",220,219,D
"Santos","SãoPaulo",415,431,V
"AtléticoMG","AtléticoPR",267,345,D
"Internacional","Juventude",371,308,V
"Flamengo","Vasco",321,309,V
"Palmeiras","Fortaleza",278,143,D
"SãoCaetano","Paraná",287,309,E
"Santos","Vasco",415,309,D
"AtléticoPR","Fluminense",345,340,V
"Internacional","Goiás",371,344,D
"Figueirense","Palmeiras",325,278,D
"Fortaleza","AtléticoMG",143,267,D
"Botafogo","PontePreta",219,245,V
"Brasiliense","SãoPaulo",42,431,E
"Corinthians","Paysandu",358,180,V
"Cruzeiro","Coritiba",375,220,E
"Flamengo","Juventude",321,308,D
"SãoPaulo","SãoCaetano",431,287,D
"Paraná","AtléticoPR",309,345,V
"Goiás","Fortaleza",344,143,V
"Botafogo","Brasiliense",219,42,E
"Coritiba","Flamengo",220,321,V
"Juventude","Figueirense",308,325,D
"PontePreta","Fluminense",245,340,V
"Paysandu","Internacional",180,371,D
"Vasco","Corinthians",309,358,D
"Cruzeiro","Santos",375,415,V
"Palmeiras","AtléticoMG",278,267,V
"Corinthians","Cruzeiro",358,375,V
"SãoCaetano","Botafogo",287,219,D
"Santos","PontePreta",415,245,D
"AtléticoMG","SãoPaulo",267,431,E
"AtléticoPR","Vasco",345,309,V
"Fortaleza","Juventude",143,308,V
"Fluminense","Goiás",340,344,E
"Internacional","Paraná",371,309,D
"Figueirense","Coritiba",325,220,E
"Flamengo","Palmeiras",321,278,E
"Brasiliense","Paysandu",42,180,E
"Vasco","SãoCaetano",309,287,V
"Cruzeiro","Fortaleza",375,143,V
"Goiás","AtléticoMG",344,267,V
"Coritiba","Brasiliense",220,42,E
"Santos","Corinthians",415,358,V
"Juventude","SãoPaulo",308,431,V
"Figueirense","Fluminense",325,340,E
"PontePreta","Internacional",245,371,E
"Paysandu","Paraná",180,309,D
"Botafogo","Flamengo",219,321,D
"Palmeiras","AtléticoPR",278,345,E
"Corinthians","Coritiba",358,220,V
"SãoCaetano","Juventude",287,308,E
"AtléticoMG","Paysandu",267,180,E
"AtléticoPR","Goiás",345,344,V
"Internacional","Santos",371,415,D
"Paraná","Botafogo",309,219,V
"Flamengo","PontePreta",321,245,V
"Brasiliense","Cruzeiro",42,375,D
"SãoPaulo","Palmeiras",431,278,E
"Fortaleza","Figueirense",143,325,V
"Fluminense","Vasco",340,309,V
"Corinthians","SãoCaetano",358,287,D
"AtléticoPR","Cruzeiro",345,375,V
"Botafogo","Paysandu",219,180,V
"SãoPaulo","Goiás",431,344,D
"AtléticoMG","Fluminense",267,340,D
"Juventude","Palmeiras",308,278,D
"Paraná","Santos",309,415,E
"PontePreta","Coritiba",245,220,D
"Fortaleza","Flamengo",143,321,V
"Vasco","Figueirense",309,325,V
"Brasiliense","Internacional",42,371,E
"Coritiba","AtléticoMG",220,267,V
"SãoCaetano","AtléticoPR",287,345,V
"Internacional","Corinthians",371,358,E
"Figueirense","SãoPaulo",325,431,V
"Paysandu","Vasco",180,309,D
"Cruzeiro","Botafogo",375,219,V
"Palmeiras","PontePreta",278,245,V
"Santos","Brasiliense",415,42,E
"Fluminense","Fortaleza",340,143,V
"Flamengo","Paraná",321,309,E
"Goiás","Juventude",344,308,V
"Coritiba","SãoCaetano",220,287,E
"Palmeiras","Internacional",278,371,V
"Paysandu","AtléticoPR",180,345,V
"SãoPaulo","Fortaleza",431,143,V
"Juventude","Fluminense",308,340,V
"Figueirense","Brasiliense",325,42,E
"PontePreta","Corinthians",245,358,D
"Vasco","AtléticoMG",309,267,V
"Botafogo","Santos",219,415,E
"Cruzeiro","Paraná",375,309,D
"Goiás","Flamengo",344,321,V
"SãoCaetano","Cruzeiro",287,375,D
"AtléticoMG","Juventude",267,308,V
"AtléticoPR","SãoPaulo",345,431,V
"Corinthians","Goiás",358,344,E
"Santos","Figueirense",415,325,V
"Internacional","Coritiba",371,220,V
"Paraná","Vasco",309,309,E
"Fortaleza","Botafogo",143,219,V
"Flamengo","Paysandu",321,180,V
"Fluminense","Palmeiras",340,278,E
"Brasiliense","PontePreta",42,245,V
"SãoPaulo","Fluminense",431,340,E
"Juventude","Corinthians",308,358,V
"PontePreta","AtléticoPR",245,345,D
"Paysandu","Santos",180,415,D
"Vasco","Brasiliense",309,42,V
"Cruzeiro","Flamengo",375,321,E
"Palmeiras","SãoCaetano",278,287,V
"Goiás","Paraná",344,309,E
"Coritiba","Fortaleza",220,143,V
"Figueirense","AtléticoMG",325,267,D
"Botafogo","Internacional",219,371,D
"SãoCaetano","Goiás",287,344,D
"AtléticoPR","Juventude",345,308,E
"Brasiliense","Palmeiras",42,278,V
"Corinthians","Botafogo",358,219,E
"Santos","Coritiba",415,220,V
"AtléticoMG","PontePreta",267,245,V
"Internacional","Cruzeiro",371,375,V
"Paraná","SãoPaulo",309,431,D
"Fortaleza","Vasco",143,309,V
"Flamengo","Figueirense",321,325,E
"Fluminense","Paysandu",340,180,V
"AtléticoPR","Santos",345,415,E
"Botafogo","Vasco",219,309,E
"Brasiliense","AtléticoMG",42,267,D
"Cruzeiro","Fluminense",375,340,D
"Figueirense","Goiás",325,344,V
"Fortaleza","SãoCaetano",143,287,V
"Juventude","Paraná",308,309,V
"Paysandu","PontePreta",180,245,E
"SãoPaulo","Corinthians",431,358,V
"Flamengo","Internacional",321,371,E
"Palmeiras","Coritiba",278,220,E
"SãoCaetano","Paysandu",287,180,D
"Fluminense","Brasiliense",340,42,V
"Goiás","Cruzeiro",344,375,V
"AtléticoMG","Botafogo",267,219,D
"Corinthians","AtléticoPR",358,345,V
"Coritiba","SãoPaulo",220,431,D
"Internacional","Figueirense",371,325,V
"Paraná","Palmeiras",309,278,D
"PontePreta","Fortaleza",245,143,V
"Santos","Flamengo",415,321,E
"Vasco","Juventude",309,308,V
"Flamengo","SãoCaetano",321,287,V
"Palmeiras","Cruzeiro",278,375,V
"Paysandu","Juventude",180,308,V
"PontePreta","Paraná",245,309,V
"AtléticoMG","Santos",267,415,V
"Botafogo","Goiás",219,344,V
"Brasiliense","Fortaleza",42,143,D
"Coritiba","Fluminense",220,340,E
"Figueirense","Corinthians",325,358,D
"Internacional","AtléticoPR",371,345,V
"SãoPaulo","Vasco",431,309,V
"Cruzeiro","SãoPaulo",375,431,D
"Fluminense","Flamengo",340,321,E
"Fortaleza","Internacional",143,371,D
"Goiás","Paysandu",344,180,V
"Paraná","Brasiliense",309,42,V
"Santos","Palmeiras",415,278,V
"SãoCaetano","Figueirense",287,325,D
"AtléticoPR","Botafogo",345,219,V
"Corinthians","AtléticoMG",358,267,E
"Juventude","Coritiba",308,220,E
"Vasco","PontePreta",309,245,E
"Fortaleza","Paraná",143,309,E
"Brasiliense","SãoCaetano",42,287,E
"SãoPaulo","Paysandu",431,180,V
"AtléticoMG","Internacional",267,371,E
"Coritiba","Vasco",220,309,V
"Figueirense","AtléticoPR",325,345,V
